Date,Strategy Excess Returns,Benchmark Excess Returns
2015-10-05,-0.006154099330886915,0.01828952334017579
2015-10-06,-0.032191555409174656,-0.0035884345957823225
2015-10-07,0.0008310894076762523,0.008035435227173501
2015-10-08,0.0022004224007946675,0.008818316412202999
2015-10-09,0.012152564715037907,0.0007249922790978486
2015-10-12,0.02104293602295774,0.0012750803819924598
2015-10-13,-0.013669186134226111,-0.0068256223605630915
2015-10-14,-0.017582733910860366,-0.00471667102360181
2015-10-15,0.0067242109337569324,0.014852575206446192
2015-10-16,0.005499457940115823,0.004570275862676073
2015-10-19,0.01412788785579607,0.00027034712202274845
2015-10-20,-0.008859605050303105,-0.0014214871747408493
2015-10-21,0.011307611358578903,-0.0058256134085932585
2015-10-22,0.004070688856841883,0.01662737315141734
2015-10-23,0.004263568993003188,0.011030225491703306
2015-10-26,0.01780564267884747,-0.0019134181470063687
2015-10-27,0.010241044413244953,-0.0025545153651082737
2015-10-28,-0.006609618955572236,0.011838644389742229
2015-10-29,0.006675845430894766,-0.0004518773764831794
2015-10-30,0.007400998183856644,-0.004812575416517473
2015-11-02,0.003209920729393122,0.011871713831972762
2015-11-03,-0.0011568008759469455,0.0027257657596283453
2015-11-04,0.0010776387972249455,-0.003547549770655355
2015-11-05,0.0008381311194429058,-0.0011337356939336715
2015-11-06,-0.012359454950526585,-0.00035051817107200305
2015-11-09,-0.02098638967279824,-0.009825705576313052
2015-11-10,0.009964029999199892,0.0015056346368400753
2015-11-11,-0.0025314775360733557,-0.0032329667650639595
2015-11-12,-0.014988043531996174,-0.013995256517274788
2015-11-13,-0.021641833662692074,-0.011211848833605436
2015-11-16,0.01776952997569573,0.014899376376156272
2015-11-17,0.008899815045570159,-0.0013447363912054472
2015-11-18,0.012453960906484375,0.016157570846009717
2015-11-19,-0.007973013307448349,-0.0011266012327308713
2015-11-20,0.010660968951400477,0.0038065052137116464
2015-11-23,0.0022309921414526133,-0.0012390274394026304
2015-11-24,-0.0043487329195767335,0.0012159245458821329
2015-11-25,0.008833864734765731,-0.00013607672100306113
2015-11-27,0.004485404119419944,0.0005872684745533148
2015-11-30,-0.016231551246342395,-0.004647743306580182
2015-12-01,0.005332755483955654,0.010672517813313721
2015-12-02,0.00048333456027636277,-0.011003629680620984
2015-12-03,-0.01614452000640496,-0.014381383809076583
2015-12-04,0.020567328502063432,0.020517534136821437
2015-12-07,0.004587402483985055,-0.006998828361589142
2015-12-08,0.033438393366732246,-0.006500536573277669
2015-12-09,-0.02266620997095734,-0.007748707240391426
2015-12-10,0.004381949125687133,0.0022422601688685357
2015-12-11,-0.010552218272806018,-0.019431219678416392
2015-12-14,0.010268237023099784,0.004747702874619034
2015-12-15,-0.001721706611026297,0.010608640447811213
2015-12-16,0.011399139499931895,0.014505644033498874
2015-12-17,-0.007232419873723877,-0.015048973290877137
2015-12-18,-0.006045501721055709,-0.01780416445109005
2015-12-21,0.0011185862509440565,0.007772331107570899
2015-12-22,0.0003418030784220372,0.008809077322837661
2015-12-23,-0.008396776536072985,0.012410528618307578
2015-12-24,-0.0012788966809460407,-0.0016058981261947054
2015-12-28,0.0034705516984165647,-0.002186099624827102
2015-12-29,0.011052614376720555,0.010621231162591166
2015-12-30,-0.0012892734647428526,-0.007224966690920227
2015-12-31,-0.012438300681449493,-0.009417786111375365
2016-01-04,-0.026527946909041988,-0.015309881883292473
2016-01-05,0.00587500622755065,0.0020040910336634908
2016-01-06,0.0064024219572275,-0.013123531623210906
2016-01-07,-0.004519544683266567,-0.023707982696856728
2016-01-08,-0.01966703747976009,-0.01084591407266358
2016-01-11,0.0015441118713973166,0.0008463276812074738
2016-01-12,0.017670404741155995,0.007794465183683205
2016-01-13,-0.03641977292732635,-0.02497398405039331
2016-01-14,0.013291891968433528,0.016686381577351278
2016-01-15,-0.007824395914971258,-0.021607947208393163
2016-01-19,0.011774157764878678,0.0005226945701000227
2016-01-20,0.011670704363713844,-0.011703894834603126
2016-01-21,0.002910109190102472,0.005184605027722433
2016-01-22,0.017448297787048164,0.02027227245355813
2016-01-25,0.009267440633029476,-0.015648894752028186
2016-01-26,0.004519540991254032,0.014132430827848616
2016-01-27,-0.017260613742833976,-0.010875388558017321
2016-01-28,-0.005893987147003799,0.00551595815861321
2016-01-29,0.016588658308875757,0.024748312652963587
2016-02-01,0.016388884785811776,-0.00045494293585615056
2016-02-02,-0.0009933697411840306,-0.01875618606889052
2016-02-03,-0.019986170408409394,0.0049788246487348295
2016-02-04,-0.021897842256986093,0.0015155024053867877
2016-02-05,-0.03313049227054987,-0.01849227805678755
2016-02-08,-0.020611729505950974,-0.01416425311631248
2016-02-09,0.009356479769042489,-0.0006755251156851739
2016-02-10,0.015350905668084402,-0.0002007756745458957
2016-02-11,0.015141345992377918,-0.012311995125913756
2016-02-12,0.004050166512817911,0.01950733527971509
2016-02-16,0.025537718067638816,0.01650582078875339
2016-02-17,0.019317552432664753,0.01646881222585761
2016-02-18,-0.007552411685201584,-0.0046771422779642155
2016-02-19,0.014774956738422334,-3.7263101366307775e-05
2016-02-22,-0.0007549092175421757,0.014442570201525397
2016-02-23,0.004946814278570843,-0.01246699091494614
2016-02-24,0.01680729303184413,0.004427286813067467
2016-02-25,0.008783050526773287,0.011335973772555666
2016-02-26,-0.011752214828598432,-0.0018821382919259426
2016-02-29,-0.003922082473546058,-0.008133198564058336
2016-03-01,0.013981481763806978,0.023856093389480137
2016-03-02,-0.013901326853526389,0.004082284925357689
2016-03-03,-0.004838130573396688,0.003488304166191918
2016-03-04,-0.005463265447927686,0.0032953764419904647
2016-03-07,-0.011242015403306545,0.0008744983225691987
2016-03-08,0.00663531818921534,-0.011252211824392094
2016-03-09,0.0027430655657817585,0.005040964722850109
2016-03-10,0.008317693571526582,0.000143781123803884
2016-03-11,0.003264928844844,0.016383278312032484
2016-03-14,-0.001962135206401511,-0.0012731951434431239
2016-03-15,-0.004838174276080124,-0.0018498385128442518
2016-03-16,0.0009557836390653085,0.005588446783254839
2016-03-17,-0.020505283824870435,0.0065843237879716346
2016-03-18,0.003047135593204305,0.004394532577809481
2016-03-21,0.008466744142526475,0.000974148695748093
2016-03-22,0.0021064382660524795,-0.0008890941155228702
2016-03-23,0.01082315337330675,-0.006397658587129706
2016-03-24,0.0013512938016808074,-0.00038898299143436235
2016-03-28,-0.0032390463738907883,0.0005351364384015709
2016-03-29,0.016428998393588037,0.00880772320809643
2016-03-30,-0.0029438717589435406,0.004342973990703568
2016-03-31,-0.008177684680456081,-0.002047417947872426
2016-04-01,0.023443939705922782,0.006322264333867227
2016-04-04,-0.006209379353316658,-0.0032155842497497596
2016-04-05,-0.004505793145496546,-0.010153143180657027
2016-04-06,0.019847780117925987,0.010498889111256519
2016-04-07,-0.004020306011202176,-0.011984516684887866
2016-04-08,-0.0084115042039093,0.002777927121845374
2016-04-11,-0.014667879371333518,-0.0027481191400919895
